entity_id,source_system,total_incidents,last_incident,root_cause,resolution,severity
JOB0172,SAP ERP,6,2026-07-06,Database Lock,Replace Sensor,Low
JOB0173,SAP ERP,11,2026-07-27,Configuration Drift,Increase Resources,Medium
JOB0174,SAP ERP,4,2026-07-08,Sensor Failure,Update Configuration,High
JOB0175,SAP ERP,10,2026-07-07,API Rate Limit,Restart Service,Critical
JOB0176,SAP ERP,14,2026-07-02,CPU Saturation,Rollback Deployment,Medium
JOB0177,SAP ERP,6,2026-07-07,Firmware Error,Retry Pipeline,Critical
JOB0178,SAP ERP,12,2026-07-21,Disk Full,Rollback Deployment,Low
JOB0179,SAP ERP,6,2026-07-01,API Rate Limit,Restart Service,High
JOB0180,SAP ERP,13,2026-07-01,Power Outage,Scale Cluster,High
JOB0181,SAP ERP,1,2026-07-17,Database Lock,Restart Service,Medium
JOB0182,SAP ERP,9,2026-07-24,Disk Full,Update Configuration,Critical
JOB0183,SAP ERP,6,2026-07-22,Container Restart,Increase Resources,Medium
JOB0184,SAP ERP,11,2026-07-28,Pod Crash,Scale Cluster,Critical
JOB0185,SAP ERP,0,2026-07-01,Memory Leak,Apply Patch,Low
JOB0186,SAP ERP,2,2026-07-23,CPU Saturation,Replace Sensor,High
JOB0187,SAP ERP,7,2026-07-18,Power Outage,Update Configuration,High
JOB0188,SAP ERP,5,2026-07-04,Database Lock,Scale Cluster,Low
JOB0189,SAP ERP,9,2026-07-19,Network Timeout,Restart Service,Critical
JOB0190,SAP ERP,7,2026-07-27,Configuration Drift,Manual Intervention,Medium
JOB0191,SAP ERP,13,2026-07-23,Sensor Failure,Replace Sensor,Medium
JOB0192,SAP ERP,1,2026-07-23,Database Lock,Scale Cluster,High
JOB0193,SAP ERP,10,2026-07-01,Sensor Failure,Manual Intervention,Medium
JOB0194,SAP ERP,9,2026-07-08,Disk Full,Update Configuration,Low
JOB0195,SAP ERP,4,2026-07-04,Power Outage,Update Configuration,Critical
JOB0196,SAP ERP,1,2026-07-20,Firmware Error,Update Configuration,High
JOB0197,SAP ERP,14,2026-07-26,Power Outage,Update Configuration,Low
JOB0198,SAP ERP,8,2026-07-22,Pod Crash,Update Configuration,Medium
JOB0199,SAP ERP,4,2026-07-14,Authentication Failure,Replace Node,Low
JOB0200,SAP ERP,11,2026-07-28,Database Lock,Increase Resources,Low
JOB0201,SAP ERP,4,2026-07-23,Configuration Drift,Rollback Deployment,Low
JOB0202,SAP ERP,9,2026-07-25,Power Outage,Update Configuration,Critical
JOB0203,SAP ERP,9,2026-07-18,Network Timeout,Apply Patch,High
JOB0204,SAP ERP,12,2026-07-14,Database Lock,Update Configuration,Low
JOB0205,SAP ERP,1,2026-07-03,Firmware Error,Apply Patch,High
JOB0206,SAP ERP,12,2026-07-19,Broker Failure,Restart Service,Medium
JOB0207,SAP ERP,8,2026-07-27,Authentication Failure,Retry Pipeline,Low
JOB0208,SAP ERP,11,2026-07-03,CPU Saturation,Replace Sensor,Medium
JOB0209,SAP ERP,3,2026-07-14,Container Restart,Manual Intervention,Medium
JOB0210,SAP ERP,13,2026-07-16,Pod Crash,Increase Resources,Critical
JOB0211,SAP ERP,15,2026-07-21,Configuration Drift,Replace Node,Low
JOB0212,SAP ERP,8,2026-07-26,Sensor Failure,Scale Cluster,Critical
JOB0213,SAP ERP,10,2026-07-14,Disk Full,Retry Pipeline,High
JOB0214,SAP ERP,13,2026-07-08,Container Restart,Increase Resources,High
JOB0215,SAP ERP,9,2026-07-02,Firmware Error,Scale Cluster,Medium
JOB0216,SAP ERP,2,2026-07-10,CPU Saturation,Restart Service,Low
JOB0217,SAP ERP,13,2026-07-28,Power Outage,Replace Node,Low
JOB0218,SAP ERP,5,2026-07-11,Configuration Drift,Manual Intervention,Medium
JOB0219,SAP ERP,2,2026-07-05,Network Timeout,Increase Resources,Critical
JOB0220,SAP ERP,14,2026-07-01,Sensor Failure,Manual Intervention,Low
JOB0221,SAP ERP,5,2026-07-12,Firmware Error,Replace Node,Low
JOB0222,SAP ERP,0,2026-07-18,Broker Failure,Rollback Deployment,Medium
JOB0223,SAP ERP,3,2026-07-28,Memory Leak,Apply Patch,Critical
JOB0224,SAP ERP,8,2026-07-01,Authentication Failure,Apply Patch,High
JOB0225,SAP ERP,15,2026-07-02,Container Restart,Scale Cluster,High
JOB0226,SAP ERP,7,2026-07-28,API Rate Limit,Replace Sensor,Critical
JOB0227,SAP ERP,13,2026-07-17,Container Restart,Manual Intervention,Low
JOB0228,SAP ERP,13,2026-07-05,Firmware Error,Restart Service,Medium
JOB0229,SAP ERP,13,2026-07-05,Dependency Failure,Update Configuration,Low
JOB0230,SAP ERP,3,2026-07-05,Memory Leak,Restart Service,Low
JOB0231,SAP ERP,3,2026-07-10,Dependency Failure,Scale Cluster,Medium
JOB0232,SAP ERP,7,2026-07-23,Power Outage,Scale Cluster,Low
JOB0233,SAP ERP,0,2026-07-07,Memory Leak,Replace Node,Critical
JOB0234,SAP ERP,5,2026-07-13,Memory Leak,Rollback Deployment,Medium
JOB0235,SAP ERP,14,2026-07-03,CPU Saturation,Manual Intervention,Low
JOB0236,SAP ERP,15,2026-07-04,Database Lock,Replace Sensor,Medium
JOB0237,SAP ERP,14,2026-07-09,Broker Failure,Apply Patch,High
JOB0238,SAP ERP,1,2026-07-19,Network Timeout,Apply Patch,Medium
JOB0239,SAP ERP,2,2026-07-14,API Rate Limit,Replace Sensor,Critical
JOB0240,SAP ERP,12,2026-07-11,Broker Failure,Update Configuration,Medium
JOB0241,SAP ERP,12,2026-07-15,Network Timeout,Increase Resources,Low
JOB0242,SAP ERP,5,2026-07-12,Firmware Error,Update Configuration,High
JOB0243,SAP ERP,5,2026-07-06,Database Lock,Replace Sensor,Medium
JOB0244,SAP ERP,1,2026-07-27,API Rate Limit,Update Configuration,Medium
JOB0245,SAP ERP,9,2026-07-14,Firmware Error,Replace Node,High
JOB0246,SAP ERP,5,2026-07-26,Memory Leak,Manual Intervention,Medium
JOB0247,SAP ERP,14,2026-07-07,Network Timeout,Replace Node,Critical
JOB0248,SAP ERP,12,2026-07-03,Sensor Failure,Retry Pipeline,Medium
JOB0249,SAP ERP,15,2026-07-18,Pod Crash,Scale Cluster,Medium
JOB0250,SAP ERP,13,2026-07-11,Authentication Failure,Update Configuration,High
JOB0251,SAP ERP,13,2026-07-21,Pod Crash,Increase Resources,Medium
JOB0252,SAP ERP,5,2026-07-15,Memory Leak,Increase Resources,High
JOB0253,SAP ERP,8,2026-07-21,Network Timeout,Retry Pipeline,Critical
JOB0254,SAP ERP,11,2026-07-02,Memory Leak,Increase Resources,High
JOB0255,SAP ERP,14,2026-07-20,Memory Leak,Replace Sensor,Critical
JOB0256,SAP ERP,6,2026-07-01,API Rate Limit,Restart Service,Medium
JOB0257,SAP ERP,3,2026-07-01,Sensor Failure,Update Configuration,High
JOB0258,SAP ERP,6,2026-07-10,Power Outage,Manual Intervention,Low
JOB0259,SAP ERP,14,2026-07-06,Power Outage,Scale Cluster,High
JOB0260,SAP ERP,8,2026-07-04,Dependency Failure,Increase Resources,Medium
JOB0261,SAP ERP,14,2026-07-03,API Rate Limit,Apply Patch,Medium
JOB0262,SAP ERP,8,2026-07-27,Memory Leak,Apply Patch,Critical
JOB0263,SAP ERP,6,2026-07-25,Network Timeout,Replace Sensor,Critical
JOB0264,SAP ERP,15,2026-07-28,Disk Full,Increase Resources,Low
JOB0265,SAP ERP,6,2026-07-27,Pod Crash,Retry Pipeline,Medium
JOB0266,SAP ERP,6,2026-07-07,Firmware Error,Rollback Deployment,Low
JOB0267,SAP ERP,14,2026-07-25,Authentication Failure,Increase Resources,Low
JOB0268,SAP ERP,6,2026-07-12,Memory Leak,Increase Resources,High
JOB0269,SAP ERP,1,2026-07-08,Container Restart,Scale Cluster,High
JOB0270,SAP ERP,5,2026-07-21,Dependency Failure,Replace Node,High
JOB0271,SAP ERP,13,2026-07-18,Configuration Drift,Replace Node,High
JOB0272,SAP ERP,3,2026-07-09,Configuration Drift,Replace Sensor,Low
JOB0273,SAP ERP,11,2026-07-13,Memory Leak,Retry Pipeline,Medium
JOB0274,SAP ERP,1,2026-07-20,Container Restart,Update Configuration,High
JOB0275,SAP ERP,11,2026-07-21,Sensor Failure,Rollback Deployment,Low
JOB0276,SAP ERP,13,2026-07-09,Database Lock,Replace Node,High
JOB0277,SAP ERP,0,2026-07-15,Configuration Drift,Apply Patch,High
JOB0278,SAP ERP,5,2026-07-24,Dependency Failure,Restart Service,High
JOB0279,SAP ERP,13,2026-07-16,Configuration Drift,Apply Patch,High
JOB0280,SAP ERP,10,2026-07-02,Pod Crash,Apply Patch,Medium
JOB0281,SAP ERP,12,2026-07-27,Sensor Failure,Rollback Deployment,Critical
JOB0282,SAP ERP,13,2026-07-09,Authentication Failure,Replace Node,Medium
JOB0283,SAP ERP,0,2026-07-28,Pod Crash,Apply Patch,Critical
JOB0284,SAP ERP,4,2026-07-17,Firmware Error,Increase Resources,Medium
JOB0285,SAP ERP,8,2026-07-08,Container Restart,Replace Node,High
JOB0286,SAP ERP,5,2026-07-17,CPU Saturation,Manual Intervention,High
JOB0287,SAP ERP,7,2026-07-19,Broker Failure,Scale Cluster,Critical
JOB0288,SAP ERP,2,2026-07-14,Pod Crash,Replace Node,High
JOB0289,SAP ERP,7,2026-07-05,Container Restart,Apply Patch,Medium
JOB0290,SAP ERP,2,2026-07-16,Pod Crash,Update Configuration,High
JOB0291,SAP ERP,10,2026-07-18,Pod Crash,Replace Sensor,Critical
JOB0292,SAP ERP,7,2026-07-07,Container Restart,Replace Sensor,Medium
JOB0293,SAP ERP,6,2026-07-22,Container Restart,Restart Service,High
JOB0294,SAP ERP,1,2026-07-21,Authentication Failure,Scale Cluster,Low
JOB0295,SAP ERP,8,2026-07-19,Pod Crash,Replace Node,Medium
JOB0296,SAP ERP,14,2026-07-19,Configuration Drift,Apply Patch,High
JOB0297,SAP ERP,0,2026-07-21,Power Outage,Manual Intervention,Critical
JOB0298,SAP ERP,11,2026-07-12,API Rate Limit,Restart Service,High
JOB0299,SAP ERP,8,2026-07-25,Configuration Drift,Update Configuration,Medium
JOB0300,SAP ERP,6,2026-07-06,Firmware Error,Increase Resources,Low
JOB0301,SAP ERP,15,2026-07-25,Authentication Failure,Update Configuration,High
JOB0302,SAP ERP,3,2026-07-24,Pod Crash,Rollback Deployment,Low
JOB0303,SAP ERP,7,2026-07-10,Authentication Failure,Scale Cluster,High
JOB0304,SAP ERP,10,2026-07-20,Disk Full,Scale Cluster,Low
JOB0305,SAP ERP,4,2026-07-09,Container Restart,Replace Sensor,Low
JOB0306,SAP ERP,8,2026-07-07,Authentication Failure,Apply Patch,Medium
JOB0307,SAP ERP,0,2026-07-08,Disk Full,Replace Sensor,High
JOB0308,SAP ERP,12,2026-07-16,Memory Leak,Manual Intervention,High
JOB0309,SAP ERP,4,2026-07-23,Configuration Drift,Restart Service,Medium
JOB0310,SAP ERP,8,2026-07-03,Database Lock,Apply Patch,Low
JOB0311,SAP ERP,12,2026-07-24,Configuration Drift,Apply Patch,High
JOB0312,SAP ERP,0,2026-07-09,Pod Crash,Replace Node,Medium
JOB0313,SAP ERP,1,2026-07-14,Database Lock,Replace Sensor,High
JOB0314,SAP ERP,1,2026-07-15,Authentication Failure,Rollback Deployment,Medium
JOB0315,SAP ERP,8,2026-07-06,Container Restart,Restart Service,High
JOB0316,SAP ERP,10,2026-07-18,Container Restart,Retry Pipeline,Critical
JOB0317,SAP ERP,1,2026-07-18,Firmware Error,Restart Service,Medium
JOB0318,SAP ERP,3,2026-07-03,Sensor Failure,Replace Sensor,Critical
JOB0319,SAP ERP,4,2026-07-07,Container Restart,Increase Resources,Medium
JOB0320,SAP ERP,15,2026-07-23,Pod Crash,Manual Intervention,Medium
JOB0321,SAP ERP,11,2026-07-22,Container Restart,Rollback Deployment,High
JOB0322,SAP ERP,9,2026-07-02,Power Outage,Retry Pipeline,High
JOB0323,SAP ERP,9,2026-07-02,Power Outage,Update Configuration,Critical
JOB0324,SAP ERP,14,2026-07-18,Memory Leak,Retry Pipeline,Critical
JOB0325,SAP ERP,14,2026-07-04,Dependency Failure,Manual Intervention,Medium
JOB0326,SAP ERP,4,2026-07-27,Sensor Failure,Replace Sensor,High
JOB0327,SAP ERP,6,2026-07-21,Network Timeout,Retry Pipeline,High
JOB0328,SAP ERP,8,2026-07-25,Authentication Failure,Restart Service,High
JOB0329,SAP ERP,11,2026-07-21,Sensor Failure,Rollback Deployment,Low
JOB0330,SAP ERP,12,2026-07-03,Container Restart,Manual Intervention,Critical
JOB0331,SAP ERP,6,2026-07-06,Network Timeout,Rollback Deployment,Medium
JOB0332,SAP ERP,0,2026-07-27,Configuration Drift,Increase Resources,Medium
JOB0333,SAP ERP,6,2026-07-17,Dependency Failure,Restart Service,Low
JOB0334,SAP ERP,15,2026-07-03,CPU Saturation,Scale Cluster,Medium
JOB0335,SAP ERP,14,2026-07-19,API Rate Limit,Replace Sensor,Critical
JOB0336,SAP ERP,4,2026-07-11,Sensor Failure,Scale Cluster,Critical
JOB0337,SAP ERP,2,2026-07-19,Disk Full,Manual Intervention,Medium
JOB0338,SAP ERP,6,2026-07-09,Power Outage,Manual Intervention,Medium
JOB0339,SAP ERP,7,2026-07-05,Sensor Failure,Replace Node,Low
JOB0340,SAP ERP,9,2026-07-24,Firmware Error,Update Configuration,Low
JOB0341,SAP ERP,2,2026-07-09,Authentication Failure,Scale Cluster,Critical
JOB0342,SAP ERP,5,2026-07-08,Broker Failure,Update Configuration,High
JOB0343,SAP ERP,4,2026-07-05,Dependency Failure,Increase Resources,Low
JOB0344,SAP ERP,0,2026-07-06,Database Lock,Restart Service,Medium
JOB0345,SAP ERP,7,2026-07-23,Broker Failure,Apply Patch,Medium
JOB0346,SAP ERP,7,2026-07-06,Configuration Drift,Rollback Deployment,Critical
JOB0347,SAP ERP,0,2026-07-06,Disk Full,Retry Pipeline,Low
JOB0348,SAP ERP,11,2026-07-08,Configuration Drift,Apply Patch,High
JOB0349,SAP ERP,11,2026-07-12,API Rate Limit,Apply Patch,Critical
JOB0350,SAP ERP,4,2026-07-19,Dependency Failure,Update Configuration,High
JOB0351,SAP ERP,11,2026-07-05,Container Restart,Restart Service,Low
JOB0352,SAP ERP,4,2026-07-11,CPU Saturation,Manual Intervention,Critical
JOB0353,SAP ERP,2,2026-07-04,Network Timeout,Increase Resources,Critical
JOB0354,SAP ERP,0,2026-07-06,Dependency Failure,Increase Resources,Low
JOB0355,SAP ERP,7,2026-07-25,Sensor Failure,Update Configuration,Medium
JOB0356,SAP ERP,3,2026-07-20,Firmware Error,Apply Patch,Low
JOB0357,SAP ERP,8,2026-07-20,Pod Crash,Manual Intervention,Critical
JOB0358,SAP ERP,7,2026-07-24,Network Timeout,Replace Node,Medium
JOB0359,SAP ERP,4,2026-07-02,Dependency Failure,Manual Intervention,Low
JOB0360,SAP ERP,0,2026-07-19,Sensor Failure,Restart Service,Critical
JOB0361,SAP ERP,6,2026-07-23,Firmware Error,Replace Sensor,Critical
JOB0362,SAP ERP,10,2026-07-07,Container Restart,Scale Cluster,Low
JOB0363,SAP ERP,2,2026-07-16,Sensor Failure,Replace Node,Critical
JOB0364,SAP ERP,3,2026-07-08,Pod Crash,Update Configuration,Medium
JOB0365,SAP ERP,6,2026-07-04,Database Lock,Replace Node,Medium
JOB0366,SAP ERP,9,2026-07-24,Database Lock,Replace Node,Medium
JOB0367,SAP ERP,1,2026-07-16,Broker Failure,Apply Patch,Low
JOB0368,SAP ERP,1,2026-07-06,CPU Saturation,Replace Sensor,High
JOB0369,SAP ERP,7,2026-07-17,Dependency Failure,Update Configuration,Low
JOB0370,SAP ERP,14,2026-07-20,Memory Leak,Update Configuration,Low
JOB0371,SAP ERP,6,2026-07-23,Power Outage,Scale Cluster,Medium
JOB0372,SAP ERP,12,2026-07-16,Database Lock,Replace Node,High
JOB0373,SAP ERP,8,2026-07-19,Database Lock,Retry Pipeline,Medium
JOB0374,SAP ERP,3,2026-07-23,Memory Leak,Restart Service,High
JOB0375,SAP ERP,2,2026-07-05,Container Restart,Apply Patch,Critical
JOB0376,SAP ERP,4,2026-07-06,Database Lock,Update Configuration,Critical
JOB0377,SAP ERP,14,2026-07-02,CPU Saturation,Scale Cluster,High
JOB0378,SAP ERP,5,2026-07-03,Disk Full,Update Configuration,Critical
JOB0379,SAP ERP,8,2026-07-16,Sensor Failure,Rollback Deployment,Medium
JOB0380,SAP ERP,0,2026-07-03,Power Outage,Replace Sensor,Medium
JOB0381,SAP ERP,6,2026-07-10,Authentication Failure,Retry Pipeline,High
JOB0382,SAP ERP,1,2026-07-13,Container Restart,Increase Resources,High
JOB0383,SAP ERP,4,2026-07-10,Memory Leak,Retry Pipeline,Medium
JOB0384,SAP ERP,8,2026-07-27,API Rate Limit,Increase Resources,Low
JOB0385,SAP ERP,7,2026-07-22,Memory Leak,Replace Node,Critical
JOB0386,SAP ERP,10,2026-07-20,Dependency Failure,Update Configuration,Low
JOB0387,SAP ERP,11,2026-07-07,Dependency Failure,Manual Intervention,Low
JOB0388,SAP ERP,4,2026-07-10,Pod Crash,Rollback Deployment,Low
JOB0389,SAP ERP,4,2026-07-07,Power Outage,Replace Node,Low
JOB0390,SAP ERP,13,2026-07-01,API Rate Limit,Apply Patch,Low
JOB0391,SAP ERP,0,2026-07-09,Network Timeout,Replace Node,High
JOB0392,SAP ERP,13,2026-07-07,Container Restart,Restart Service,Critical
JOB0393,SAP ERP,3,2026-07-07,API Rate Limit,Increase Resources,High
JOB0394,SAP ERP,10,2026-07-09,Memory Leak,Replace Node,Critical
JOB0395,SAP ERP,14,2026-07-25,Memory Leak,Apply Patch,Critical
JOB0396,SAP ERP,6,2026-07-03,Container Restart,Restart Service,Critical
JOB0397,SAP ERP,12,2026-07-04,Sensor Failure,Manual Intervention,Medium
JOB0398,SAP ERP,14,2026-07-03,CPU Saturation,Rollback Deployment,Critical
JOB0399,SAP ERP,4,2026-07-04,Memory Leak,Replace Sensor,Low
JOB0400,SAP ERP,8,2026-07-06,Disk Full,Restart Service,High
JOB0401,SAP ERP,5,2026-07-20,Configuration Drift,Increase Resources,High
JOB0402,SAP ERP,12,2026-07-10,Dependency Failure,Apply Patch,Critical
JOB0403,SAP ERP,4,2026-07-27,API Rate Limit,Scale Cluster,Low
JOB0404,SAP ERP,7,2026-07-06,API Rate Limit,Apply Patch,High
JOB0405,SAP ERP,10,2026-07-26,Authentication Failure,Retry Pipeline,Low
JOB0406,SAP ERP,10,2026-07-09,Disk Full,Manual Intervention,Medium
JOB0407,SAP ERP,13,2026-07-03,Network Timeout,Restart Service,Medium
JOB0408,SAP ERP,1,2026-07-05,Firmware Error,Restart Service,High
JOB0409,SAP ERP,0,2026-07-09,Memory Leak,Manual Intervention,High
JOB0410,SAP ERP,1,2026-07-15,API Rate Limit,Replace Sensor,Critical
JOB0411,SAP ERP,9,2026-07-25,Sensor Failure,Rollback Deployment,Critical
JOB0412,SAP ERP,1,2026-07-26,API Rate Limit,Rollback Deployment,Medium
JOB0413,SAP ERP,10,2026-07-02,Firmware Error,Retry Pipeline,Low
JOB0414,SAP ERP,3,2026-07-08,Network Timeout,Rollback Deployment,Low
JOB0415,SAP ERP,2,2026-07-09,Authentication Failure,Replace Node,High
JOB0416,SAP ERP,3,2026-07-20,Pod Crash,Scale Cluster,Medium
JOB0417,SAP ERP,14,2026-07-18,API Rate Limit,Manual Intervention,Low
JOB0418,SAP ERP,2,2026-07-01,Container Restart,Retry Pipeline,High
JOB0419,SAP ERP,11,2026-07-16,Container Restart,Replace Sensor,Medium
JOB0420,SAP ERP,9,2026-07-27,Disk Full,Update Configuration,Low
JOB0421,SAP ERP,15,2026-07-09,Dependency Failure,Update Configuration,Critical
JOB0422,SAP ERP,1,2026-07-15,API Rate Limit,Rollback Deployment,Critical
JOB0423,SAP ERP,10,2026-07-20,CPU Saturation,Manual Intervention,High
JOB0424,SAP ERP,6,2026-07-20,Pod Crash,Apply Patch,High
JOB0425,SAP ERP,10,2026-07-04,Dependency Failure,Manual Intervention,Critical
JOB0426,SAP ERP,2,2026-07-08,Power Outage,Replace Node,Critical
JOB0427,SAP ERP,3,2026-07-17,Configuration Drift,Rollback Deployment,Critical
JOB0428,SAP ERP,11,2026-07-28,Power Outage,Retry Pipeline,Medium
JOB0429,SAP ERP,2,2026-07-12,Power Outage,Update Configuration,Low
JOB0430,SAP ERP,7,2026-07-06,Power Outage,Rollback Deployment,Low
JOB0431,SAP ERP,8,2026-07-11,Configuration Drift,Replace Node,High
JOB0432,SAP ERP,15,2026-07-13,Dependency Failure,Retry Pipeline,Low
JOB0433,SAP ERP,8,2026-07-03,Dependency Failure,Apply Patch,Medium
JOB0434,SAP ERP,6,2026-07-08,Power Outage,Replace Sensor,High
JOB0435,SAP ERP,8,2026-07-18,CPU Saturation,Increase Resources,Medium
JOB0436,SAP ERP,3,2026-07-10,Disk Full,Scale Cluster,Critical
JOB0437,SAP ERP,7,2026-07-17,Authentication Failure,Replace Sensor,High
JOB0438,SAP ERP,9,2026-07-14,Broker Failure,Retry Pipeline,Critical
JOB0439,SAP ERP,13,2026-07-28,Authentication Failure,Apply Patch,High
JOB0440,SAP ERP,14,2026-07-28,Database Lock,Update Configuration,Low
JOB0441,SAP ERP,3,2026-07-24,Database Lock,Scale Cluster,Low
JOB0442,SAP ERP,14,2026-07-01,Sensor Failure,Replace Sensor,Low
JOB0443,SAP ERP,12,2026-07-23,Broker Failure,Apply Patch,Low
JOB0444,SAP ERP,2,2026-07-25,Container Restart,Restart Service,Medium
JOB0445,SAP ERP,8,2026-07-28,Database Lock,Rollback Deployment,Critical
JOB0446,SAP ERP,3,2026-07-21,Configuration Drift,Update Configuration,Low
JOB0447,SAP ERP,14,2026-07-17,Database Lock,Apply Patch,Low
JOB0448,SAP ERP,3,2026-07-26,Container Restart,Replace Sensor,Medium
JOB0449,SAP ERP,4,2026-07-18,Broker Failure,Replace Sensor,Low
JOB0450,SAP ERP,1,2026-07-10,Memory Leak,Update Configuration,Critical
JOB0451,SAP ERP,1,2026-07-15,Container Restart,Retry Pipeline,High
JOB0452,SAP ERP,10,2026-07-24,Memory Leak,Manual Intervention,Medium
JOB0453,SAP ERP,10,2026-07-03,Power Outage,Apply Patch,High
JOB0454,SAP ERP,5,2026-07-02,API Rate Limit,Update Configuration,High
JOB0455,SAP ERP,12,2026-07-12,Authentication Failure,Replace Sensor,Medium
JOB0456,SAP ERP,7,2026-07-23,Container Restart,Replace Node,Critical
JOB0457,SAP ERP,7,2026-07-14,Power Outage,Rollback Deployment,Medium
JOB0458,SAP ERP,7,2026-07-16,Sensor Failure,Restart Service,High
JOB0459,SAP ERP,14,2026-07-13,Configuration Drift,Scale Cluster,High
JOB0460,SAP ERP,0,2026-07-05,CPU Saturation,Scale Cluster,Medium
JOB0461,SAP ERP,10,2026-07-28,CPU Saturation,Restart Service,Medium
JOB0462,SAP ERP,1,2026-07-12,Dependency Failure,Scale Cluster,High
JOB0463,SAP ERP,10,2026-07-28,Authentication Failure,Increase Resources,Medium
JOB0464,SAP ERP,6,2026-07-06,Power Outage,Restart Service,Medium
JOB0465,SAP ERP,4,2026-07-18,Dependency Failure,Apply Patch,Critical
JOB0466,SAP ERP,9,2026-07-16,Sensor Failure,Retry Pipeline,Critical
JOB0467,SAP ERP,7,2026-07-15,Disk Full,Increase Resources,Critical
JOB0468,SAP ERP,5,2026-07-02,Authentication Failure,Increase Resources,Medium
