entity_id,source_system,recommendation,impact,applied,success_rate
PIP0949,Azure Data Factory,Reduce Batch Size,Improved Reliability,Yes,90
PIP0950,Azure Data Factory,Scale Kubernetes Cluster,Improved Reliability,Yes,88
PIP0951,Azure Data Factory,Move Job to Off-Peak Hours,Improved Reliability,No,85
PIP0952,Azure Data Factory,Optimize Indexing,Reduced Cost,No,85
PIP0953,Azure Data Factory,Increase Kafka Partitions,CPU Reduced,Yes,99
PIP0954,Azure Data Factory,Increase Kafka Partitions,Improved Reliability,Yes,95
PIP0955,Azure Data Factory,Scale Kubernetes Cluster,CPU Reduced,No,91
PIP0956,Azure Data Factory,Enable Autoscaling,Memory Optimized,No,94
PIP0957,Azure Data Factory,Increase Worker Nodes,CPU Reduced,No,83
PIP0958,Azure Data Factory,Increase Memory Limit,Latency Reduced,No,97
PIP0959,Azure Data Factory,Scale Kubernetes Cluster,Runtime Reduced,No,89
PIP0960,Azure Data Factory,Increase Retry Count,CPU Reduced,Yes,94
PIP0961,Azure Data Factory,Enable Autoscaling,Runtime Reduced,No,92
PIP0962,Azure Data Factory,Optimize Indexing,Higher Throughput,No,97
PIP0963,Azure Data Factory,Reduce Batch Size,Runtime Reduced,No,100
PIP0964,Azure Data Factory,Increase Kafka Partitions,Latency Reduced,No,86
PIP0965,Azure Data Factory,Increase Kafka Partitions,Higher Throughput,No,96
PIP0966,Azure Data Factory,Optimize Indexing,CPU Reduced,Yes,97
PIP0967,Azure Data Factory,Move Job to Off-Peak Hours,Runtime Reduced,Yes,82
PIP0968,Azure Data Factory,Increase Kafka Partitions,Higher Throughput,Yes,96
PIP0969,Azure Data Factory,Scale Kubernetes Cluster,Higher Throughput,No,95
PIP0970,Azure Data Factory,Reduce Batch Size,Latency Reduced,No,90
PIP0971,Azure Data Factory,Increase Memory Limit,Lower Failure Rate,Yes,94
PIP0972,Azure Data Factory,Increase Kafka Partitions,CPU Reduced,No,83
PIP0973,Azure Data Factory,Reduce Batch Size,Higher Throughput,Yes,93
PIP0974,Azure Data Factory,Increase Sensor Sampling Rate,Latency Reduced,No,82
PIP0975,Azure Data Factory,Enable Autoscaling,Runtime Reduced,Yes,90
PIP0976,Azure Data Factory,Reduce Batch Size,Lower Failure Rate,No,96
PIP0977,Azure Data Factory,Enable Compression,Memory Optimized,Yes,93
PIP0978,Azure Data Factory,Replace Aging Hardware,Reduced Cost,Yes,94
PIP0979,Azure Data Factory,Reduce Batch Size,Lower Failure Rate,No,82
PIP0980,Azure Data Factory,Increase Worker Nodes,Improved Reliability,No,98
PIP0981,Azure Data Factory,Enable Autoscaling,Memory Optimized,Yes,93
PIP0982,Azure Data Factory,Move Job to Off-Peak Hours,Runtime Reduced,Yes,88
PIP0983,Azure Data Factory,Optimize Indexing,Runtime Reduced,No,92
PIP0984,Azure Data Factory,Scale Kubernetes Cluster,Lower Failure Rate,Yes,93
PIP0985,Azure Data Factory,Enable Compression,Runtime Reduced,Yes,96
PIP0986,Azure Data Factory,Increase Sensor Sampling Rate,Latency Reduced,No,100
PIP0987,Azure Data Factory,Increase Memory Limit,Memory Optimized,Yes,98
PIP0988,Azure Data Factory,Reduce Batch Size,Higher Throughput,No,82
PIP0989,Azure Data Factory,Move Job to Off-Peak Hours,Improved Reliability,Yes,100
PIP0990,Azure Data Factory,Scale Kubernetes Cluster,Improved Reliability,Yes,98
PIP0991,Azure Data Factory,Reduce Batch Size,Latency Reduced,Yes,91
PIP0992,Azure Data Factory,Increase Retry Count,Improved Reliability,Yes,88
PIP0993,Azure Data Factory,Reduce Batch Size,Memory Optimized,Yes,100
PIP0994,Azure Data Factory,Increase Worker Nodes,Higher Throughput,No,84
PIP0995,Azure Data Factory,Increase Retry Count,Reduced Cost,Yes,100
PIP0996,Azure Data Factory,Increase Worker Nodes,Latency Reduced,No,100
PIP0997,Azure Data Factory,Increase Sensor Sampling Rate,CPU Reduced,No,87
PIP0998,Azure Data Factory,Increase Sensor Sampling Rate,CPU Reduced,Yes,84
PIP0999,Azure Data Factory,Reduce Batch Size,Improved Reliability,Yes,83
PIP1000,Azure Data Factory,Optimize Indexing,Latency Reduced,Yes,98
JOB0001,SAP ERP,Optimize SQL Query,Latency Reduced,No,87
JOB0002,SAP ERP,Increase Worker Nodes,Higher Throughput,Yes,84
JOB0003,SAP ERP,Increase Worker Nodes,Lower Failure Rate,No,92
JOB0004,SAP ERP,Increase Kafka Partitions,Higher Throughput,Yes,99
JOB0005,SAP ERP,Increase Worker Nodes,Lower Failure Rate,No,88
JOB0006,SAP ERP,Increase Retry Count,Runtime Reduced,No,86
JOB0007,SAP ERP,Optimize Indexing,Runtime Reduced,No,85
JOB0008,SAP ERP,Reduce Batch Size,Runtime Reduced,Yes,99
JOB0009,SAP ERP,Increase Memory Limit,CPU Reduced,Yes,85
JOB0010,SAP ERP,Enable Autoscaling,CPU Reduced,Yes,82
JOB0011,SAP ERP,Replace Aging Hardware,Latency Reduced,No,85
JOB0012,SAP ERP,Optimize SQL Query,Latency Reduced,No,87
JOB0013,SAP ERP,Reduce Batch Size,Reduced Cost,No,83
JOB0014,SAP ERP,Enable Compression,Memory Optimized,Yes,85
JOB0015,SAP ERP,Replace Aging Hardware,Reduced Cost,Yes,87
JOB0016,SAP ERP,Optimize Indexing,Higher Throughput,Yes,95
JOB0017,SAP ERP,Enable Autoscaling,CPU Reduced,No,97
JOB0018,SAP ERP,Enable Autoscaling,Improved Reliability,No,85
JOB0019,SAP ERP,Replace Aging Hardware,Higher Throughput,No,87
JOB0020,SAP ERP,Move Job to Off-Peak Hours,CPU Reduced,No,91
JOB0021,SAP ERP,Increase Sensor Sampling Rate,Lower Failure Rate,No,87
JOB0022,SAP ERP,Scale Kubernetes Cluster,Reduced Cost,No,99
JOB0023,SAP ERP,Increase Kafka Partitions,Runtime Reduced,Yes,89
JOB0024,SAP ERP,Optimize Indexing,Reduced Cost,No,88
JOB0025,SAP ERP,Increase Retry Count,Runtime Reduced,No,89
JOB0026,SAP ERP,Increase Memory Limit,Runtime Reduced,Yes,87
JOB0027,SAP ERP,Optimize SQL Query,Higher Throughput,Yes,84
JOB0028,SAP ERP,Increase Memory Limit,CPU Reduced,Yes,96
JOB0029,SAP ERP,Replace Aging Hardware,CPU Reduced,No,99
JOB0030,SAP ERP,Increase Kafka Partitions,Improved Reliability,Yes,100
JOB0031,SAP ERP,Increase Memory Limit,Reduced Cost,Yes,83
JOB0032,SAP ERP,Replace Aging Hardware,Memory Optimized,No,99
JOB0033,SAP ERP,Increase Kafka Partitions,Lower Failure Rate,No,86
JOB0034,SAP ERP,Increase Memory Limit,Higher Throughput,Yes,92
JOB0035,SAP ERP,Optimize Indexing,Memory Optimized,Yes,94
JOB0036,SAP ERP,Enable Autoscaling,CPU Reduced,Yes,89
JOB0037,SAP ERP,Optimize Indexing,Memory Optimized,No,93
JOB0038,SAP ERP,Increase Memory Limit,Lower Failure Rate,No,84
JOB0039,SAP ERP,Increase Kafka Partitions,Lower Failure Rate,No,100
JOB0040,SAP ERP,Enable Autoscaling,Improved Reliability,No,85
JOB0041,SAP ERP,Increase Kafka Partitions,Improved Reliability,Yes,84
JOB0042,SAP ERP,Increase Sensor Sampling Rate,Runtime Reduced,No,93
JOB0043,SAP ERP,Increase Sensor Sampling Rate,Reduced Cost,Yes,92
JOB0044,SAP ERP,Optimize Indexing,Reduced Cost,No,83
JOB0045,SAP ERP,Move Job to Off-Peak Hours,Reduced Cost,Yes,98
JOB0046,SAP ERP,Enable Autoscaling,Improved Reliability,Yes,92
JOB0047,SAP ERP,Enable Autoscaling,Latency Reduced,Yes,85
JOB0048,SAP ERP,Increase Worker Nodes,Runtime Reduced,No,92
JOB0049,SAP ERP,Reduce Batch Size,Lower Failure Rate,Yes,98
JOB0050,SAP ERP,Optimize Indexing,Latency Reduced,Yes,89
JOB0051,SAP ERP,Scale Kubernetes Cluster,Reduced Cost,Yes,97
JOB0052,SAP ERP,Increase Memory Limit,CPU Reduced,Yes,100
JOB0053,SAP ERP,Increase Retry Count,Higher Throughput,Yes,86
JOB0054,SAP ERP,Optimize SQL Query,Memory Optimized,Yes,87
JOB0055,SAP ERP,Increase Kafka Partitions,Higher Throughput,No,90
JOB0056,SAP ERP,Increase Sensor Sampling Rate,CPU Reduced,Yes,98
JOB0057,SAP ERP,Reduce Batch Size,CPU Reduced,No,93
JOB0058,SAP ERP,Move Job to Off-Peak Hours,Lower Failure Rate,No,89
JOB0059,SAP ERP,Optimize Indexing,Latency Reduced,No,98
JOB0060,SAP ERP,Enable Autoscaling,Reduced Cost,Yes,91
JOB0061,SAP ERP,Enable Autoscaling,Higher Throughput,No,82
JOB0062,SAP ERP,Enable Compression,Memory Optimized,No,87
JOB0063,SAP ERP,Move Job to Off-Peak Hours,Memory Optimized,No,93
JOB0064,SAP ERP,Increase Kafka Partitions,Latency Reduced,Yes,82
JOB0065,SAP ERP,Increase Sensor Sampling Rate,Higher Throughput,No,91
JOB0066,SAP ERP,Increase Sensor Sampling Rate,Runtime Reduced,No,85
JOB0067,SAP ERP,Reduce Batch Size,Higher Throughput,No,89
JOB0068,SAP ERP,Increase Sensor Sampling Rate,Lower Failure Rate,Yes,99
JOB0069,SAP ERP,Replace Aging Hardware,Lower Failure Rate,No,90
JOB0070,SAP ERP,Scale Kubernetes Cluster,Runtime Reduced,Yes,91
JOB0071,SAP ERP,Scale Kubernetes Cluster,Latency Reduced,No,86
JOB0072,SAP ERP,Increase Sensor Sampling Rate,Memory Optimized,No,94
JOB0073,SAP ERP,Increase Sensor Sampling Rate,Memory Optimized,Yes,99
JOB0074,SAP ERP,Reduce Batch Size,Latency Reduced,Yes,96
JOB0075,SAP ERP,Optimize SQL Query,Improved Reliability,No,89
JOB0076,SAP ERP,Increase Sensor Sampling Rate,Runtime Reduced,No,91
JOB0077,SAP ERP,Enable Autoscaling,CPU Reduced,Yes,93
JOB0078,SAP ERP,Increase Retry Count,CPU Reduced,No,86
JOB0079,SAP ERP,Optimize SQL Query,Improved Reliability,Yes,99
JOB0080,SAP ERP,Increase Sensor Sampling Rate,Latency Reduced,No,85
JOB0081,SAP ERP,Move Job to Off-Peak Hours,CPU Reduced,No,90
JOB0082,SAP ERP,Enable Autoscaling,Lower Failure Rate,No,98
JOB0083,SAP ERP,Enable Autoscaling,CPU Reduced,No,99
JOB0084,SAP ERP,Reduce Batch Size,Higher Throughput,No,82
JOB0085,SAP ERP,Move Job to Off-Peak Hours,Memory Optimized,No,95
JOB0086,SAP ERP,Increase Memory Limit,CPU Reduced,Yes,82
JOB0087,SAP ERP,Increase Sensor Sampling Rate,Runtime Reduced,Yes,87
JOB0088,SAP ERP,Enable Autoscaling,Memory Optimized,Yes,96
JOB0089,SAP ERP,Increase Worker Nodes,Reduced Cost,Yes,98
JOB0090,SAP ERP,Optimize SQL Query,Latency Reduced,Yes,84
JOB0091,SAP ERP,Optimize Indexing,Runtime Reduced,No,92
JOB0092,SAP ERP,Increase Worker Nodes,Higher Throughput,No,96
JOB0093,SAP ERP,Enable Compression,Runtime Reduced,Yes,97
JOB0094,SAP ERP,Move Job to Off-Peak Hours,Latency Reduced,Yes,87
JOB0095,SAP ERP,Increase Memory Limit,Runtime Reduced,Yes,84
JOB0096,SAP ERP,Optimize Indexing,Lower Failure Rate,Yes,97
JOB0097,SAP ERP,Increase Worker Nodes,Latency Reduced,Yes,85
JOB0098,SAP ERP,Optimize SQL Query,Runtime Reduced,No,89
JOB0099,SAP ERP,Enable Autoscaling,Reduced Cost,Yes,82
JOB0100,SAP ERP,Optimize Indexing,Runtime Reduced,No,92
JOB0101,SAP ERP,Increase Worker Nodes,Improved Reliability,No,89
JOB0102,SAP ERP,Increase Retry Count,Higher Throughput,Yes,91
JOB0103,SAP ERP,Increase Kafka Partitions,Reduced Cost,Yes,87
JOB0104,SAP ERP,Replace Aging Hardware,CPU Reduced,No,85
JOB0105,SAP ERP,Move Job to Off-Peak Hours,Runtime Reduced,Yes,96
JOB0106,SAP ERP,Optimize SQL Query,Runtime Reduced,Yes,92
JOB0107,SAP ERP,Increase Kafka Partitions,Latency Reduced,Yes,93
JOB0108,SAP ERP,Replace Aging Hardware,Memory Optimized,Yes,94
JOB0109,SAP ERP,Enable Compression,Lower Failure Rate,No,82
JOB0110,SAP ERP,Replace Aging Hardware,CPU Reduced,No,96
JOB0111,SAP ERP,Replace Aging Hardware,Higher Throughput,Yes,95
JOB0112,SAP ERP,Move Job to Off-Peak Hours,Higher Throughput,Yes,99
JOB0113,SAP ERP,Optimize SQL Query,CPU Reduced,Yes,86
JOB0114,SAP ERP,Optimize Indexing,Lower Failure Rate,Yes,91
JOB0115,SAP ERP,Reduce Batch Size,Higher Throughput,No,100
JOB0116,SAP ERP,Enable Compression,Higher Throughput,Yes,94
JOB0117,SAP ERP,Reduce Batch Size,Higher Throughput,No,91
JOB0118,SAP ERP,Replace Aging Hardware,Higher Throughput,No,85
JOB0119,SAP ERP,Scale Kubernetes Cluster,Latency Reduced,No,91
JOB0120,SAP ERP,Optimize Indexing,Latency Reduced,Yes,100
JOB0121,SAP ERP,Reduce Batch Size,Memory Optimized,No,96
JOB0122,SAP ERP,Increase Kafka Partitions,Improved Reliability,Yes,85
JOB0123,SAP ERP,Reduce Batch Size,Higher Throughput,Yes,90
JOB0124,SAP ERP,Scale Kubernetes Cluster,Higher Throughput,No,85
JOB0125,SAP ERP,Scale Kubernetes Cluster,Higher Throughput,No,89
JOB0126,SAP ERP,Enable Compression,Higher Throughput,Yes,95
JOB0127,SAP ERP,Optimize SQL Query,Memory Optimized,No,83
JOB0128,SAP ERP,Enable Autoscaling,Higher Throughput,Yes,95
JOB0129,SAP ERP,Increase Worker Nodes,Higher Throughput,Yes,94
JOB0130,SAP ERP,Increase Memory Limit,Higher Throughput,No,86
JOB0131,SAP ERP,Optimize Indexing,CPU Reduced,Yes,95
JOB0132,SAP ERP,Increase Worker Nodes,Higher Throughput,Yes,83
JOB0133,SAP ERP,Increase Memory Limit,Runtime Reduced,No,93
JOB0134,SAP ERP,Enable Autoscaling,Runtime Reduced,No,100
JOB0135,SAP ERP,Increase Sensor Sampling Rate,CPU Reduced,Yes,86
JOB0136,SAP ERP,Enable Autoscaling,Reduced Cost,No,82
JOB0137,SAP ERP,Increase Sensor Sampling Rate,Reduced Cost,Yes,99
JOB0138,SAP ERP,Reduce Batch Size,Latency Reduced,Yes,97
JOB0139,SAP ERP,Increase Retry Count,Latency Reduced,Yes,84
JOB0140,SAP ERP,Replace Aging Hardware,CPU Reduced,No,85
JOB0141,SAP ERP,Optimize Indexing,Runtime Reduced,No,83
JOB0142,SAP ERP,Increase Memory Limit,Higher Throughput,No,85
JOB0143,SAP ERP,Increase Memory Limit,Memory Optimized,Yes,88
JOB0144,SAP ERP,Increase Retry Count,Latency Reduced,Yes,91
JOB0145,SAP ERP,Reduce Batch Size,Runtime Reduced,No,96
JOB0146,SAP ERP,Optimize Indexing,Memory Optimized,Yes,90
JOB0147,SAP ERP,Increase Memory Limit,Improved Reliability,Yes,100
JOB0148,SAP ERP,Increase Memory Limit,Runtime Reduced,No,96
JOB0149,SAP ERP,Increase Sensor Sampling Rate,Lower Failure Rate,No,94
JOB0150,SAP ERP,Move Job to Off-Peak Hours,Lower Failure Rate,Yes,99
JOB0151,SAP ERP,Increase Sensor Sampling Rate,CPU Reduced,Yes,93
JOB0152,SAP ERP,Increase Kafka Partitions,Lower Failure Rate,No,92
JOB0153,SAP ERP,Enable Compression,Improved Reliability,No,100
JOB0154,SAP ERP,Optimize SQL Query,Reduced Cost,No,96
JOB0155,SAP ERP,Increase Memory Limit,Memory Optimized,No,100
JOB0156,SAP ERP,Increase Kafka Partitions,CPU Reduced,Yes,91
JOB0157,SAP ERP,Move Job to Off-Peak Hours,Improved Reliability,No,85
JOB0158,SAP ERP,Increase Memory Limit,Latency Reduced,No,95
JOB0159,SAP ERP,Move Job to Off-Peak Hours,Lower Failure Rate,No,94
JOB0160,SAP ERP,Optimize Indexing,Lower Failure Rate,Yes,89
JOB0161,SAP ERP,Enable Compression,Runtime Reduced,Yes,98
JOB0162,SAP ERP,Move Job to Off-Peak Hours,Memory Optimized,No,89
JOB0163,SAP ERP,Replace Aging Hardware,Latency Reduced,Yes,97
JOB0164,SAP ERP,Increase Sensor Sampling Rate,Memory Optimized,No,84
JOB0165,SAP ERP,Reduce Batch Size,Improved Reliability,No,90
JOB0166,SAP ERP,Enable Autoscaling,Runtime Reduced,No,100
JOB0167,SAP ERP,Scale Kubernetes Cluster,Reduced Cost,Yes,98
JOB0168,SAP ERP,Increase Kafka Partitions,Latency Reduced,Yes,83
JOB0169,SAP ERP,Reduce Batch Size,Reduced Cost,Yes,88
JOB0170,SAP ERP,Replace Aging Hardware,Memory Optimized,No,100
JOB0171,SAP ERP,Optimize Indexing,CPU Reduced,No,90
JOB0172,SAP ERP,Increase Memory Limit,Improved Reliability,Yes,94
JOB0173,SAP ERP,Move Job to Off-Peak Hours,Memory Optimized,No,89
JOB0174,SAP ERP,Optimize SQL Query,Memory Optimized,Yes,91
JOB0175,SAP ERP,Increase Memory Limit,Memory Optimized,No,99
JOB0176,SAP ERP,Reduce Batch Size,Improved Reliability,Yes,92
JOB0177,SAP ERP,Move Job to Off-Peak Hours,Memory Optimized,Yes,88
JOB0178,SAP ERP,Enable Compression,Improved Reliability,Yes,84
JOB0179,SAP ERP,Reduce Batch Size,Latency Reduced,No,89
JOB0180,SAP ERP,Replace Aging Hardware,Runtime Reduced,No,88
JOB0181,SAP ERP,Optimize SQL Query,CPU Reduced,No,87
JOB0182,SAP ERP,Enable Autoscaling,CPU Reduced,Yes,87
JOB0183,SAP ERP,Enable Compression,Improved Reliability,No,84
JOB0184,SAP ERP,Increase Retry Count,Memory Optimized,No,100
JOB0185,SAP ERP,Optimize Indexing,Runtime Reduced,Yes,97
JOB0186,SAP ERP,Enable Compression,Higher Throughput,No,98
JOB0187,SAP ERP,Replace Aging Hardware,CPU Reduced,No,86
JOB0188,SAP ERP,Enable Autoscaling,Improved Reliability,Yes,83
JOB0189,SAP ERP,Optimize Indexing,Runtime Reduced,Yes,87
JOB0190,SAP ERP,Increase Sensor Sampling Rate,Higher Throughput,Yes,88
JOB0191,SAP ERP,Replace Aging Hardware,Lower Failure Rate,Yes,92
JOB0192,SAP ERP,Replace Aging Hardware,Higher Throughput,Yes,87
JOB0193,SAP ERP,Increase Sensor Sampling Rate,Higher Throughput,No,93
JOB0194,SAP ERP,Enable Autoscaling,Latency Reduced,Yes,97
JOB0195,SAP ERP,Enable Compression,Reduced Cost,No,82
JOB0196,SAP ERP,Scale Kubernetes Cluster,CPU Reduced,No,85
JOB0197,SAP ERP,Optimize SQL Query,Lower Failure Rate,Yes,83
JOB0198,SAP ERP,Increase Retry Count,Memory Optimized,No,97
JOB0199,SAP ERP,Replace Aging Hardware,Reduced Cost,No,94
JOB0200,SAP ERP,Replace Aging Hardware,Lower Failure Rate,Yes,100
JOB0201,SAP ERP,Increase Memory Limit,Runtime Reduced,No,92
JOB0202,SAP ERP,Increase Sensor Sampling Rate,Reduced Cost,Yes,98
JOB0203,SAP ERP,Increase Sensor Sampling Rate,CPU Reduced,No,86
JOB0204,SAP ERP,Move Job to Off-Peak Hours,Runtime Reduced,Yes,89
JOB0205,SAP ERP,Enable Autoscaling,Runtime Reduced,Yes,83
JOB0206,SAP ERP,Replace Aging Hardware,Latency Reduced,Yes,82
JOB0207,SAP ERP,Enable Compression,Lower Failure Rate,No,82
JOB0208,SAP ERP,Reduce Batch Size,CPU Reduced,Yes,83
JOB0209,SAP ERP,Reduce Batch Size,Improved Reliability,Yes,85
JOB0210,SAP ERP,Increase Memory Limit,Reduced Cost,Yes,99
JOB0211,SAP ERP,Reduce Batch Size,Memory Optimized,Yes,97
JOB0212,SAP ERP,Enable Autoscaling,Runtime Reduced,No,82
JOB0213,SAP ERP,Enable Autoscaling,Memory Optimized,Yes,95
JOB0214,SAP ERP,Reduce Batch Size,Improved Reliability,Yes,94
JOB0215,SAP ERP,Enable Compression,Latency Reduced,Yes,82
JOB0216,SAP ERP,Increase Memory Limit,Latency Reduced,No,92
JOB0217,SAP ERP,Increase Sensor Sampling Rate,Lower Failure Rate,Yes,86
JOB0218,SAP ERP,Increase Kafka Partitions,Higher Throughput,Yes,94
JOB0219,SAP ERP,Move Job to Off-Peak Hours,Memory Optimized,Yes,83
JOB0220,SAP ERP,Scale Kubernetes Cluster,Memory Optimized,Yes,85
JOB0221,SAP ERP,Optimize Indexing,Latency Reduced,No,100
JOB0222,SAP ERP,Enable Compression,Runtime Reduced,Yes,91
JOB0223,SAP ERP,Increase Worker Nodes,Latency Reduced,No,82
JOB0224,SAP ERP,Optimize Indexing,Improved Reliability,No,92
JOB0225,SAP ERP,Optimize Indexing,Memory Optimized,No,82
JOB0226,SAP ERP,Increase Retry Count,Runtime Reduced,Yes,86
JOB0227,SAP ERP,Enable Compression,Latency Reduced,No,97
JOB0228,SAP ERP,Increase Retry Count,Improved Reliability,Yes,98
JOB0229,SAP ERP,Optimize Indexing,Improved Reliability,No,99
JOB0230,SAP ERP,Increase Memory Limit,Latency Reduced,No,85
JOB0231,SAP ERP,Increase Kafka Partitions,Improved Reliability,Yes,90
JOB0232,SAP ERP,Increase Memory Limit,Higher Throughput,No,95
JOB0233,SAP ERP,Enable Autoscaling,Reduced Cost,Yes,100
JOB0234,SAP ERP,Enable Compression,Runtime Reduced,Yes,89
JOB0235,SAP ERP,Enable Autoscaling,Memory Optimized,No,83
JOB0236,SAP ERP,Increase Sensor Sampling Rate,Runtime Reduced,No,100
JOB0237,SAP ERP,Increase Sensor Sampling Rate,Reduced Cost,Yes,86
JOB0238,SAP ERP,Optimize Indexing,Latency Reduced,Yes,82
JOB0239,SAP ERP,Increase Sensor Sampling Rate,Memory Optimized,Yes,87
JOB0240,SAP ERP,Reduce Batch Size,Higher Throughput,Yes,83
JOB0241,SAP ERP,Optimize Indexing,Higher Throughput,Yes,94
JOB0242,SAP ERP,Increase Worker Nodes,Latency Reduced,Yes,98
JOB0243,SAP ERP,Increase Memory Limit,Runtime Reduced,No,90
JOB0244,SAP ERP,Increase Sensor Sampling Rate,Lower Failure Rate,No,88
JOB0245,SAP ERP,Increase Kafka Partitions,Reduced Cost,No,100
JOB0246,SAP ERP,Scale Kubernetes Cluster,Runtime Reduced,No,95
JOB0247,SAP ERP,Scale Kubernetes Cluster,Lower Failure Rate,Yes,94
JOB0248,SAP ERP,Enable Autoscaling,Memory Optimized,No,89
JOB0249,SAP ERP,Increase Retry Count,Latency Reduced,No,87
JOB0250,SAP ERP,Reduce Batch Size,Lower Failure Rate,Yes,98
JOB0251,SAP ERP,Increase Worker Nodes,Improved Reliability,No,100
JOB0252,SAP ERP,Replace Aging Hardware,Reduced Cost,No,84
JOB0253,SAP ERP,Increase Retry Count,Higher Throughput,Yes,95
JOB0254,SAP ERP,Increase Retry Count,Memory Optimized,Yes,85
JOB0255,SAP ERP,Scale Kubernetes Cluster,Memory Optimized,No,99
